,,,,,,,
,,,,,,,
,,,,,,,
Project Number Name,Project Number,Project Name,Exe Proj Region,Project Description,Category,Charging,Project Status
511951: SJOLUNDA MALMBERG MB (1. Backlog Project),511951,SJOLUNDA MALMBERG MB,EUR,,1. Backlog Project,,Active
511964: KINROSS GREAT BEAR P (1. Backlog Project),511964,KINROSS GREAT BEAR P,NAM,,1. Backlog Project,,Active
511977: AGP INITIATIVE PBORO (1. Backlog Project),511977,AGP INITIATIVE PBORO,EUR,Eng. Services Peterborough Hydro House Process Plant,1. Backlog Project,PS Proj,Active
511977-110000: 110000 - Peterborough Upgrade (TF)(10.Services),511977-110000,110000 - Peterborough Upgrade (TF),ES Services,Peterborough Services Plant - Scan to 3D Modeling Scope,10.Services,Non PS Proj,Active
511983: ELTO_ALON_BRIDGE_ROM (1. Backlog Project),511983,ELTO_ALON_BRIDGE_ROM,NAM,,1. Backlog Project,,Active
511984: PERPIGNAN WWTP UPGRA (1. Backlog Project),511984,PERPIGNAN WWTP UPGRA,EUR,,1. Backlog Project,,Active
511990: WESTMINSTER BIG DRY (1. Backlog Project),511990,WESTMINSTER BIG DRY,NAM,,1. Backlog Project,,Active
511994: HENRICO WTP VA - PSU (1. Backlog Project),511994,HENRICO WTP VA - PSU,NAM,,1. Backlog Project,,Active
512005: EAGP DELTAFLOW QTY 1 (1. Backlog Project),512005,EAGP DELTAFLOW QTY 1,EUR,,1. Backlog Project,,Active
"512009: PILOT - CCCSD, CA-RE (1. Backlog Project)",512009,"PILOT - CCCSD, CA-RE",NAM,,1. Backlog Project,,Active
512053: NIAGARA BALTIMORE WT (1. Backlog Project),512053,NIAGARA BALTIMORE WT,NAM,,1. Backlog Project,,Active
512059: UU BOLTON ENG & SITE (1. Backlog Project),512059,UU BOLTON ENG & SITE,EUR,,1. Backlog Project,,Active
512067: SOUTHWEST LICKING WA (1. Backlog Project),512067,SOUTHWEST LICKING WA,NAM,,1. Backlog Project,,Active
512068: LAMB WESTON TABER - (1. Backlog Project),512068,LAMB WESTON TABER -,NAM,,1. Backlog Project,,Active
512074: SEKISUI-PASADENA  TX (1. Backlog Project),512074,SEKISUI-PASADENA  TX,,,1. Backlog Project,,Active
512075: INTEL F14 24 URW OZO (1. Backlog Project),512075,INTEL F14 24 URW OZO,EUR,,1. Backlog Project,,Active
512123: P&D ZU PRODUCT CAR(3. Product),512123,P&D ZU PRODUCT CAR,EUR,P&D ZU PRODUCT CAR,3. Product,Prod(Proj),Active
512136: MARTINS FERRY OZONE (1. Backlog Project),512136,MARTINS FERRY OZONE,NAM,,1. Backlog Project,,Active
512167: CORNING PHEONIX (SOL (1. Backlog Project),512167,CORNING PHEONIX (SOL,NAM,,1. Backlog Project,,Active
512182: PCMSB PML WASTEWATER (1. Backlog Project),512182,PCMSB PML WASTEWATER,ANZ,,1. Backlog Project,,Active
512190: EAGP - ANCILLARY EQU (1. Backlog Project),512190,EAGP - ANCILLARY EQU,EUR,,1. Backlog Project,,Active
512195: INTEL SALMON F24 HUP (1. Backlog Project),512195,INTEL SALMON F24 HUP,EUR,,1. Backlog Project,,Active
512200: MESOGEOS XYLOKASTRO (1. Backlog Project),512200,MESOGEOS XYLOKASTRO,EUR,,1. Backlog Project,,Active
512209: NORTH FIELD SOUTH PR (1. Backlog Project),512209,NORTH FIELD SOUTH PR,MEA,,1. Backlog Project,,Active
512219: ARA KLOTEN-LABOR SPE (1. Backlog Project),512219,ARA KLOTEN-LABOR SPE,EUR,,1. Backlog Project,,Active
512228: COCA-COLA CHATTANOOG (1. Backlog Project),512228,COCA-COLA CHATTANOOG,NAM,,1. Backlog Project,,Active
512242: LEGUIN MILL WRF PRE- (1. Backlog Project),512242,LEGUIN MILL WRF PRE-,NAM,,1. Backlog Project,,Active
512250: INTEL PROJ SALMON NE (1. Backlog Project),512250,INTEL PROJ SALMON NE,EUR,,1. Backlog Project,,Active
512254: NORTHROP GRUMMAN O3- (1. Backlog Project),512254,NORTHROP GRUMMAN O3-,NAM,,1. Backlog Project,,Active
512272: CETP COKE OVEN EFFLU (1. Backlog Project),512272,CETP COKE OVEN EFFLU,INDIA,,1. Backlog Project,,Active
512296: JAY OK WATER SYS IMP (1. Backlog Project),512296,JAY OK WATER SYS IMP,NAM,,1. Backlog Project,,Active
512303: TE KAUWHATA MEMDENSE (1. Backlog Project),512303,TE KAUWHATA MEMDENSE,ANZ,,1. Backlog Project,,Active
512313: NAMBOUR MBR SITE SER (1. Backlog Project),512313,NAMBOUR MBR SITE SER,ANZ,,1. Backlog Project,,Active
512336: BULL CREEK WTP GREEN (1. Backlog Project),512336,BULL CREEK WTP GREEN,NAM,,1. Backlog Project,,Active
512337: UU BOLTON ZEELUNG MA (1. Backlog Project),512337,UU BOLTON ZEELUNG MA,EUR,,1. Backlog Project,,Active
512343: LDC YORKTON MBBR EXP (1. Backlog Project),512343,LDC YORKTON MBBR EXP,NAM,,1. Backlog Project,,Active
512345: GLENBROOK BEACH WWTP (1. Backlog Project),512345,GLENBROOK BEACH WWTP,ANZ,,1. Backlog Project,,Active
512349: INTER F34 NF WTR REC (1. Backlog Project),512349,INTER F34 NF WTR REC,EUR,,1. Backlog Project,,Active
512353: RM MACDONALD SANFORD (1. Backlog Project),512353,RM MACDONALD SANFORD,NAM,,1. Backlog Project,,Active
512359: RINCONADA WTP SANTA (1. Backlog Project),512359,RINCONADA WTP SANTA,NAM,,1. Backlog Project,,Active
512364: INTEL SPARROW BE ECI (1. Backlog Project),512364,INTEL SPARROW BE ECI,EUR,,1. Backlog Project,,Active
512379: CARELTON PLACE WWTP (1. Backlog Project),512379,CARELTON PLACE WWTP,NAM,,1. Backlog Project,,Active
512429: GS CALTEX(1. Backlog Project),512429,GS CALTEX,KTJ,-,1. Backlog Project,PS Proj,Active
512447: CHANGI LM1 AND LM2 E (1. Backlog Project),512447,CHANGI LM1 AND LM2 E,ANZ,,1. Backlog Project,,Active
512449: MCCAIN LINE 4 WWTP E (1. Backlog Project),512449,MCCAIN LINE 4 WWTP E,INDIA,,1. Backlog Project,,Active
512451: CITY OF STILWELL SUP (1. Backlog Project),512451,CITY OF STILWELL SUP,NAM,,1. Backlog Project,,Active
512466: BEL LONS MBR-ENG~PRO (1. Backlog Project),512466,BEL LONS MBR-ENG~PRO,EUR,,1. Backlog Project,,Active
512480: NORWICH WPCP UV-ENG~ (1. Backlog Project),512480,NORWICH WPCP UV-ENG~,NAM,,1. Backlog Project,,Active
512482: R&B MYSORE APEX ECOT (1. Backlog Project),512482,R&B MYSORE APEX ECOT,INDIA,,1. Backlog Project,,Active
512486: HAPPY VALLEY WTP OZO (1. Backlog Project),512486,HAPPY VALLEY WTP OZO,ANZ,,1. Backlog Project,,Active
512522: INTEL SPARROW BE ECI (1. Backlog Project),512522,INTEL SPARROW BE ECI,EUR,,1. Backlog Project,,Active
512525: FRANKLIN WWTP UV-ENG (1. Backlog Project),512525,FRANKLIN WWTP UV-ENG,NAM,,1. Backlog Project,,Active
512535: NEW CARBON TOWERA CO (1. Backlog Project),512535,NEW CARBON TOWERA CO,NAM,,1. Backlog Project,,Active
512538: PATTERSON WRF EXPANS (1. Backlog Project),512538,PATTERSON WRF EXPANS,NAM,,1. Backlog Project,,Active
512547: BULL CREEK WTP GREEN (1. Backlog Project),512547,BULL CREEK WTP GREEN,NAM,,1. Backlog Project,,Active
512553: INTEL SALMON POLISHE (1. Backlog Project),512553,INTEL SALMON POLISHE,EUR,,1. Backlog Project,,Active
512556: HAL LINCH MESHANA-EN (1. Backlog Project),512556,HAL LINCH MESHANA-EN,INDIA,,1. Backlog Project,,Active
512563: PAEROA MBR-ENG~PROJE (1. Backlog Project),512563,PAEROA MBR-ENG~PROJE,ANZ,,1. Backlog Project,,Active
512565: PSS UJV-TAS TRAIN TH (1. Backlog Project),512565,PSS UJV-TAS TRAIN TH,ANZ,,1. Backlog Project,,Active
512567: LIMESTONE COUNTY WTP (1. Backlog Project),512567,LIMESTONE COUNTY WTP,NAM,,1. Backlog Project,,Active
512579: EAGP DAF QTY 1 EUR 2 (1. Backlog Project),512579,EAGP DAF QTY 1 EUR 2,EUR,,1. Backlog Project,PS Proj,Active
512584: NIAGARA JACKSONVILLE (1. Backlog Project),512584,NIAGARA JACKSONVILLE,NAM,,1. Backlog Project,,Active
512608: CORNING SOLAR TECHNO (3. Product),512608,CORNING SOLAR TECHNO,NAM,New Project,3. Product,PS Proj,Active
512609: CORNING SOLAR TECHNO (1. Backlog Project),512609,CORNING SOLAR TECHNO,NAM,,1. Backlog Project,PS Proj,Active
512610: HILTON HEAD PSD EXP (1. Backlog Project),512610,HILTON HEAD PSD EXP,NAM,,1. Backlog Project,,Active
512631: BARNSTABLE MA MBR PR (1. Backlog Project),512631,BARNSTABLE MA MBR PR,NAM,,1. Backlog Project,,Active
512649: FREEPORT WWTP PA UV- (1. Backlog Project),512649,FREEPORT WWTP PA UV-,NAM,,1. Backlog Project,,Active
512653: ROUSE HILL MBR SYDNE (1. Backlog Project),512653,ROUSE HILL MBR SYDNE,ANZ,,1. Backlog Project,,Active
512658: NIAGARA DALLAS WTR F (1. Backlog Project),512658,NIAGARA DALLAS WTR F,NAM,,1. Backlog Project,,Active
512668: LAGUNA TERTIARY EQUI (1. Backlog Project),512668,LAGUNA TERTIARY EQUI,NAM,,1. Backlog Project,,Active
512713: NIAGARA JACKSONVILLE (1. Backlog Project),512713,NIAGARA JACKSONVILLE,NAM,"Expansion project:
1) Supply of additional RO membranes
2) Supply of additional Carbon Media",1. Backlog Project,PS Proj,Active
512715: MCCAIN FOODS OILY & (1. Backlog Project),512715,MCCAIN FOODS OILY &,INDIA,,1. Backlog Project,PS Proj,Active
512717: PECAN CREEK CITY OF DENTON(1. Backlog Project),512717,PECAN CREEK CITY OF DENTON,NAM,,1. Backlog Project,PS Proj,Active
512739: ZOARO NPI (1. Backlog Project),512739,ZOARO NPI,,,1. Backlog Project,,Active
512748: NIAGARA MEXICO CITY (1. Backlog Project),512748,NIAGARA MEXICO CITY,NAM,,1. Backlog Project,,Active
512756: CLARKS BEACH WWTP MA (1. Backlog Project),512756,CLARKS BEACH WWTP MA,ANZ,,1. Backlog Project,,Active
512763: NIAGARA WTR GUA GREE (1. Backlog Project),512763,NIAGARA WTR GUA GREE,NAM,,1. Backlog Project,,Active
512765: INEOS RO PLC HMI UPG (1. Backlog Project),512765,INEOS RO PLC HMI UPG,,,1. Backlog Project,,Active
512768: SNYDER WTP & WWTP-EN (1. Backlog Project),512768,SNYDER WTP & WWTP-EN,NAM,,1. Backlog Project,,Active
512769: SOUTH FORK REGIONAL (1. Backlog Project),512769,SOUTH FORK REGIONAL,NAM,,1. Backlog Project,,Active
512774: CORNING PHOENIX SHAP (1. Backlog Project),512774,CORNING PHOENIX SHAP,NAM,,1. Backlog Project,,Active
512780: M-PAK 60 WASTE NEUTR (1. Backlog Project),512780,M-PAK 60 WASTE NEUTR,,,1. Backlog Project,,Active
512789: ESSITY GIEN 45-ENG~M (1. Backlog Project),512789,ESSITY GIEN 45-ENG~M,EUR,,1. Backlog Project,,Active
512804: SUNDANCE BEVERAGE CA (1. Backlog Project),512804,SUNDANCE BEVERAGE CA,NAM,,1. Backlog Project,,Active
512807: AIR LIQUIDE NORMAND' (1. Backlog Project),512807,AIR LIQUIDE NORMAND',EUR,,1. Backlog Project,,Active
512809: UNIACQUE SPA BERGAMO (1. Backlog Project),512809,UNIACQUE SPA BERGAMO ,EUR,UNIACQUE SPA BERGAMO ,1. Backlog Project,PS Proj,Active
512810: EVOQUA FALKENBURG AW (1. Backlog Project),512810,EVOQUA FALKENBURG AW,NAM,"PE Deliverables (P&ID, BOM & Cutsheet Package etc..)",1. Backlog Project,PS Proj,Active
512820: MICRON 10A2 DISTRI L (1. Backlog Project),512820,MICRON 10A2 DISTRI L,ANZ,MICRON 10A2 DISTRI LOOP 2 PRE-REL,1. Backlog Project,PS Proj,Active
512824: COLD SPRING BREWING  (1. Backlog Project),512824,COLD SPRING BREWING ,,,1. Backlog Project,,Active
512831: KAMINHO FPSO ENG SERVICES(1. Backlog Project),512831,KAMINHO FPSO ENG SERVICES,VEPS,,1. Backlog Project,Green,Active
512836: BONNER SPRINGS UV (1. Backlog Project),512836,BONNER SPRINGS UV,,,1. Backlog Project,,Active
512838: NORTH HUNTINGDON TOW (3. Product),512838,NORTH HUNTINGDON TOW,NAM,,3. Product,Prod(UV),Active
512844: WAIKATO MEMBRANE REP (1. Backlog Project),512844,WAIKATO MEMBRANE REP,ANZ,,1. Backlog Project,PS Proj,Active
"512853: 2660911-SYS,SRO 600,HIGH FLOW,2P/2T(10.Services)",512853,"2660911-SYS,SRO 600,HIGH FLOW,2P/2T",ES Services,"2660911- SYS,SRO 600,HIGH FLOW,2P/2T 
My time code for this Task 512853 ",10.Services,PS Proj,Active
512885: NATCHITOCHES 2.5MGD (1. Backlog Project),512885,NATCHITOCHES 2.5MGD,NAM,,1. Backlog Project,PS Proj,Active
512897: MICRON 10X UPGRADE & (1. Backlog Project),512897,MICRON 10X UPGRADE &,ANZ,MICRON 10X UPGRADE & EXPANSION,1. Backlog Project,PS Proj,Active
512900: JACOBS TSMC AZ F21 I (1. Backlog Project),512900,JACOBS TSMC AZ F21 I,NAM,"ZLD, thermal under ECI phase.",1. Backlog Project,PS Proj,Active
512901: SG_MICRON LOOP 3 BID (1. Backlog Project),512901,SG_MICRON LOOP 3 BID,ANZ,,1. Backlog Project,,Active
512923: MANVEL CENTRAL WRF 3 (1. Backlog Project),512923,MANVEL CENTRAL WRF 3,,,1. Backlog Project,,Active
512935: Epyllion upgradation from 4.2 MLD to 6.3 MLD MBR ETP(1. Backlog Project),512935,Epyllion upgradation from 4.2 MLD to 6.3 MLD MBR ETP,INDIA,,1. Backlog Project,PS Proj,Active
512936: TI LFAB2 ECI FOR UPW (1. Backlog Project),512936,TI LFAB2 ECI FOR UPW,NAM,,1. Backlog Project,PS Proj,Active
512948: RIL DAHEJ CAUSTIC EV (1. Backlog Project),512948,RIL DAHEJ CAUSTIC EV,INDIA,RIL– Caustic Evaporation Unit Package 2X2000 TPD CAUSTIC EVAPORATION UNIT (CHLOR ALKALI PLANT Dahej Manufacturing Division),1. Backlog Project,PS Proj,Active
512970: EDF DUNGENESS B POWE (1. Backlog Project),512970,EDF DUNGENESS B POWE,EUR,Documentation,1. Backlog Project,PS Proj,Active
512972: Nestle Moga_Recycling_ZLD 36 KLD(3. Product),512972,Nestle Moga_Recycling_ZLD 36 KLD,INDIA,WWRP + ZLD PLANT (BWRO &SWRO),3. Product,PS Proj,Active
512976: WESTROCK CHEMICAL FE (1. Backlog Project),512976,WESTROCK CHEMICAL FE,NAM,WestRock West Point Feedwater Change Amendment,1. Backlog Project,PS Proj,Active
512992: ZOARO PHASE 1-ENG~ME (1. Backlog Project),512992,ZOARO PHASE 1-ENG~ME,NAM,,1. Backlog Project,PS Proj,Active
513006: EXXONMOBIL MEMBRANE (1. Backlog Project),513006,EXXONMOBIL MEMBRANE,ANZ,,1. Backlog Project,PS Proj,Active
513019: MIDDLETOWN 40HO UV (1. Backlog Project),513019,MIDDLETOWN 40HO UV,,,1. Backlog Project,,Active
513031: KDP JACKSONVILLE CAR (1. Backlog Project),513031,KDP JACKSONVILLE CAR,NAM,GAC and CIP upgrade,1. Backlog Project,PS Proj,Active
513044: PICACHO PEAK STATE P (4. Regional prgm),513044,PICACHO PEAK STATE P,NAM,Purification of well water for drinking purposes. Two standard Proflex ROs supplied along with CIP and chemical dosing systems.,4. Regional prgm,PS Proj,Active
513049: NIAGARA POGGIO RENAT(1. Backlog Project),513049,NIAGARA POGGIO RENAT,EUR,,1. Backlog Project,PS Proj,Active
513058: CITY OF OKEMAH WTP S (1. Backlog Project),513058,CITY OF OKEMAH WTP S,NAM,"City of Okemah, SuperPulsator - 513058",1. Backlog Project,PS Proj,Active
513072: Zeeweed_RSA_Tecroveer_1200m3/day MBR(3. Product),513072,Zeeweed_RSA_Tecroveer_1200m3/day MBR,MEA,Supply of MBR Membranes & Cassettes,3. Product,PS Proj,Active
513082: SIGNAL BUTTE II GMP1 (1. Backlog Project),513082,SIGNAL BUTTE II GMP1,NAM,,1. Backlog Project,PS Proj,Active
513111: CLARKS BEACH INTERIM (1. Backlog Project),513111,CLARKS BEACH INTERIM,ANZ,CLARKS BEACH INTERIM MABR,1. Backlog Project,PS Proj,Active
513117: WEWOKA WATER PLANT S (1. Backlog Project),513117,WEWOKA WATER PLANT S,NAM,513117 - Wewoka Water Plant - Superpulsator,1. Backlog Project,PS Proj,Active
513120: MOORHEAD WTP-ENG~ELE (1. Backlog Project),513120,MOORHEAD WTP-ENG~ELE,NAM,,1. Backlog Project,PS Proj,Active
513123: MICRON 10A2 70 CMH M (1. Backlog Project),513123,MICRON 10A2 70 CMH M,ANZ,,1. Backlog Project,PS Proj,Active
513131: WHITBY WSP WHITBY ON CANADA(2. ITO),513131,WHITBY WSP WHITBY ON CANADA,NAM,,2. ITO,ITO,Active
513132: ZEELAND MI UV-ENG~EL (3. Product),513132,ZEELAND MI UV-ENG~EL,NAM,,3. Product,Prod(UV),Active
513133: P-85-FPSO-SEATRIUM-BRAZIL-PM(1. Backlog Project),513133,P-85-FPSO-SEATRIUM-BRAZIL-PM,GLOBAL,,1. Backlog Project,PS Proj,Active
513134: PRAGMATIC SEMICONDUC (1. Backlog Project),513134,PRAGMATIC SEMICONDUC,EUR,almost product (Pro E-Cell 10 DP). This is a customized version as we are adding 2 sensors at the end of the EDI. ,1. Backlog Project,Base,Active
513138: p84/85 DeAerator // Petrobras(5. Pipeline Project),513138,p84/85 DeAerator // Petrobras,VEPS/EUR,Sea Water Deaeration column and Vaccum skid package.,5. Pipeline Project,PS Proj,Active
513144: P-84-FPSO-SEATRIUM-S (1. Backlog Project),513144,P-84-FPSO-SEATRIUM-S,LAM,,1. Backlog Project,PS Proj,Active
513146: P-85-FPSO-SEATRIUM-S (1. Backlog Project),513146,P-85-FPSO-SEATRIUM-S,LAM,,1. Backlog Project,Non PS Proj,Active
513161: NORSD MBR PRE-REL-EN (1. Backlog Project),513161,NORSD MBR PRE-REL-EN,NAM,513161 - North of River Sanitary District (NORSD,1. Backlog Project,PS Proj,Active
513175: CEDAR RIVER WTP-ENG~ (1. Backlog Project),513175,CEDAR RIVER WTP-ENG~,NAM,,1. Backlog Project,PS Proj,Active
513176: MCGM 360 MLD BANDRA (5. Pipeline Project),513176,MCGM 360 MLD BANDRA,INDIA,360MLD Bandra MBR Conceptual Model work ,5. Pipeline Project,Prod(Proj),Active
513186: Hatch Nuclear(1. Backlog Project),513186,Hatch Nuclear,NAM,513186 - Hatch Nuclear,1. Backlog Project,PS Proj,Active
513189: DRINKPAK GREENFIELD- (1. Backlog Project),513189,DRINKPAK GREENFIELD-,NAM,,1. Backlog Project,PS Proj,Active
513213: ASSUMPTION WATER WOR (1. Backlog Project),513213,ASSUMPTION WATER WOR,NAM,513213 - Assumption Parish Water Works,1. Backlog Project,PS Proj,Active
513218: DENTON CREEK RWS - P (6. Insource Prgm),513218,DENTON CREEK RWS - P,NAM,PE,6. Insource Prgm,PS Proj,Active
513235: COKE DEPT 78 - PRE-R (1. Backlog Project),513235,COKE DEPT 78 - PRE-R,NAM,ACF & CA-PA Conversion,1. Backlog Project,PS Proj,Active
"513249: FLOWERY BRANCH, GA - (1. Backlog Project)",513249,"FLOWERY BRANCH, GA -",NAM,513249 - FLOWERY BRANCH WRF ZEEWEED MBR,1. Backlog Project,PS Proj,Active
513261: P-84-FPSO-SEATRIUM N (1. Backlog Project),513261,P-84-FPSO-SEATRIUM N,LAM,,1. Backlog Project,Non PS Proj,Active
513265: BROAD RUN WRF PH3 EX (6. Insource Prgm),513265,BROAD RUN WRF PH3 EX,NAM,PE,6. Insource Prgm,PS Proj,Active
513266: SUNOL VALLEY WTP(1. Backlog Project),513266,SUNOL VALLEY WTP,NAM,,1. Backlog Project,PS Proj,Active
513284: VWT CRNF PHASE 1 UF- (3. Product),513284,VWT CRNF PHASE 1 UF-,NAM,CRNF WTP KANSAS,3. Product,Product,Active
513293: MATAMATA MBR-ENG~PRO (1. Backlog Project),513293,MATAMATA MBR-ENG~PRO,ANZ,,1. Backlog Project,PS Proj,Active
513297: SFPUC BIOGAS UPGRADE (1. Backlog Project),513297,SFPUC BIOGAS UPGRADE,NAM,Owning the De-oxidizer and Thermal Oxidizer packages ,1. Backlog Project,PS Proj,Active
513303: SIGNAL BUTTE II GMP2(1. Backlog Project),513303,SIGNAL BUTTE II GMP2,NAM,,1. Backlog Project,PS Proj,Active
513307: SRC PHOENIX PROJECT (1. Backlog Project),513307,SRC PHOENIX PROJECT,ANZ,,1. Backlog Project,PS Proj,Active
513313: COKE - FOSSIL CREEK (1. Backlog Project),513313,COKE - FOSSIL CREEK,NAM,Ingredient Water ,1. Backlog Project,PS Proj,Active
513318: LEONARD WTP TX(1. Backlog Project),513318,LEONARD WTP TX,NAM,LEONARD WTP TX,1. Backlog Project,PS Proj,Active
513330: PA KNIT COMPOSITE LT (3. Product),513330,PA KNIT COMPOSITE LT,INDIA,RO SKID GAD & Fabrication drawing Preparation (Repeat skid from 510157),3. Product,Prod(Proj),Active
513341: SOUTHERN NEVADA WATE (4. Regional prgm),513341,SOUTHERN NEVADA WATE,NAM,,4. Regional prgm,PS Proj,Active
"513342: SELKIRK, YK WTP - EN (4. Regional prgm)",513342,"SELKIRK, YK WTP - EN",NAM,Adding new project,4. Regional prgm,PS Proj,Active
513343: WEYLCHEM LAMOTTE BOO (5. Pipeline Project),513343,WEYLCHEM LAMOTTE BOO,EUR,,5. Pipeline Project,PS Proj,Active
513353: AIR PRODUCTS MASSENA (1. Backlog Project),513353,AIR PRODUCTS MASSENA,NAM,513533 - Air Products Massena WWTP,1. Backlog Project,PS Proj,Active
513362: REILY FOODS RO SYS-E (1. Backlog Project),513362,REILY FOODS RO SYS-E,NAM,513362 - Reily Foods/Arcadia Beverages,1. Backlog Project,PS Proj,Active
513364: EAGLE MTN_FORT WORTH(3. Product),513364,EAGLE MTN_FORT WORTH,NAM,513364-WTS-EL-238-0014-DI-001,3. Product,Product,Active
513370: LILLINGTON HARNETT W (4. Regional prgm),513370,LILLINGTON HARNETT W,NAM,,4. Regional prgm,Prod(UV),Active
513372: MSD MEMBRANE REPLACE (1. Backlog Project),513372,MSD MEMBRANE REPLACE,ANZ,,1. Backlog Project,PS Proj,Active
513376: TI SHERMAN RECLAIM E (1. Backlog Project),513376,TI SHERMAN RECLAIM E,NAM,513376 - Texas Instruments Sherman Reclaim,1. Backlog Project,PS Proj,Active
513384: SOLAR TECH (CORNING) (1. Backlog Project),513384,SOLAR TECH (CORNING),,,1. Backlog Project,,Active
513385: NEW WATER ROOM COKE (4. Regional prgm),513385,NEW WATER ROOM COKE,NAM,513385 -  Coke Niles,4. Regional prgm,PS Proj,Active
513422: GYPSUM  CO MBR (1. Backlog Project),513422,GYPSUM  CO MBR,,,1. Backlog Project,,Active
513427: YARA FERTILIZER (YFIL)(1. Backlog Project),513427,YARA FERTILIZER (YFIL),SA,2.5 MLD EFFLUENT RECYCLING WITH ZLD SYSTEM,1. Backlog Project,PS Proj,Active
513441: Wheelabrator Gloucester 30 GPM Makeup System(3. Product),513441,Wheelabrator Gloucester 30 GPM Makeup System,NAM,,3. Product,PS Proj,Active
513444: MICRON LIGHT HOUSE D (5. Pipeline Project),513444,MICRON LIGHT HOUSE D,ANZ,,5. Pipeline Project,PS Proj,Active
513473: LACLEDE WTP - PRE-RE (3. Product),513473,LACLEDE WTP - PRE-RE,NAM,ZPAK-RMS 400,3. Product,Product,Active
513482: WESLACO TX-ENG~ELEC (3. Product),513482,WESLACO TX-ENG~ELEC,NAM,"Weslaco - South wastewater facility, Texas 
product : UV (Aquaray 40 HO Gen 2)",3. Product,Prod(UV),Active
513485: YANKTON WWTP - UV DI (1. Backlog Project),513485,YANKTON WWTP - UV DI,,,1. Backlog Project,,Active
513486: HURRICANE CREEK RWRF (1. Backlog Project),513486,HURRICANE CREEK RWRF,,,1. Backlog Project,,Active
513487: NTMWD MUDDY CREEK WW (1. Backlog Project),513487,NTMWD MUDDY CREEK WW,,,1. Backlog Project,,Active
513494: SHOAL CREEK WTP (1. Backlog Project),513494,SHOAL CREEK WTP,,,1. Backlog Project,,Active
513494: SHOAL CREEK(1. Backlog Project),513494,SHOAL CREEK,NAM,,1. Backlog Project,Prod(Proj),Active
513495: County of Brant (St. George)(5. Pipeline Project),513495,County of Brant (St. George),NAM,County of Brant (St. George),5. Pipeline Project,PS Proj,Active
513513: TOWN OF BENNETT(1. Backlog Project),513513,TOWN OF BENNETT,NAM,,1. Backlog Project,PS Proj,Active
513520A: DSSRO Pilot Project(3. Product),513520A,DSSRO Pilot Project,PRODUCTS,,3. Product,Product,Active
513537: COOKVILLE MBR EXPN-E (5. Pipeline Project),513537,COOKVILLE MBR EXPN-E,NAM,"Cookville WWTP Expansion
Location- Nova Scotia, Canada
Design and supply of 4 ZW500D MBR trains along with blowers, backpulse pump skids and dosing systems.
",5. Pipeline Project,PS Proj,Active
513538: Lajitas Resort B206 Upgrades(5. Pipeline Project),513538,Lajitas Resort B206 Upgrades,NAM,,5. Pipeline Project,PS Proj,Active
513569: Rauch Red Bull (RRB) - Waddell WW reuse via Haskell(1. Backlog Project),513569,Rauch Red Bull (RRB) - Waddell WW reuse via Haskell,NAM,"Project scope: UF Zpak + RO reuse
Project Value: $3.35M",1. Backlog Project,PS Proj,Active
513573: SUNCOR TWTP - ENG-EN (1. Backlog Project),513573,SUNCOR TWTP - ENG-EN,NAM,Engineering support of DBM (TF),1. Backlog Project,PS Proj,Active
